id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,dti,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status
1007006,10247, 36 months,18.72,E,E3,RN,9 years,RENT,77339.30644830491,Not Verified,Sep-2015,medical,medical,689xx,NM,0.4083785257944461,Apr-2007,810,814,1,6,0,12365,94.21616121888762,23,w,Joint App,2,0,374.17,0,Fully Paid
1007007,24840, 36 months,15.37,D,D3,Supervisor,2 years,RENT,48642.917640881125,Source Verified,May-2016,debt_consolidation,debt_consolidation,197xx,NC,0.28004197272398557,Oct-2009,751,755,5,8,0,20095,45.665329233097616,23,f,Individual,4,0,865.59,0,Fully Paid
1007008,22058, 60 months,9.13,B,B4,RN,6 years,RENT,96687.99172314936,Verified,May-2015,credit_card,credit_card,220xx,HI,4.253488420017542,Jan-2001,771,775,0,8,0,4267,4.43489874808094,23,f,Individual,6,0,459.28,0,Fully Paid
1007009,35929, 36 months,9.55,B,B1,RN,9 years,RENT,119140.03719045212,Not Verified,Feb-2018,debt_consolidation,debt_consolidation,882xx,MN,17.369094552898435,Apr-2005,758,762,0,4,0,40467,72.60892567861454,21,w,Individual,9,1,1151.75,0,Fully Paid
1007010,19635, 36 months,5.18,A,A5,Supervisor,8 years,RENT,45970.16808966955,Verified,May-2018,debt_consolidation,debt_consolidation,344xx,UT,0.23445510055966956,Nov-1991,815,819,1,14,0,37872,7.914242766329316,28,w,Individual,7,0,590.07,0,Fully Paid
1007011,26628, 36 months,24.57,F,F2,Project Manager,< 1 year,RENT,57390.57839820847,Source Verified,Jul-2017,other,other,469xx,WA,15.306503574524015,Sep-2008,719,723,0,10,0,35765,61.18075896437829,29,f,Individual,7,0,1052.68,1,Charged Off
1007012,32362, 60 months,21.56,E,E2,Engineer,nan,MORTGAGE,69467.45365157556,Not Verified,Dec-2018,credit_card,credit_card,694xx,WY,31.091334405265705,Dec-1995,797,801,1,11,0,44471,33.97256873951965,18,f,Individual,4,0,885.73,1,Charged Off
1007013,21953, 60 months,12.88,C,C1,Manager,5 years,MORTGAGE,68507.7808663301,Not Verified,Jan-2017,medical,medical,788xx,OK,5.140129759092398,Jan-1999,693,697,2,11,0,20127,89.7248984239638,18,w,Individual,9,0,498.15,0,Fully Paid
1007014,20128, 36 months,23.92,F,F5,nan,10+ years,MORTGAGE,224814.1663271473,Not Verified,Jun-2018,medical,medical,826xx,NH,31.51682980371004,Apr-2004,660,664,1,8,0,13767,75.06012301735943,26,w,Individual,0,0,788.83,1,Charged Off
1007015,13061, 36 months,18.54,E,E1,Supervisor,8 years,MORTGAGE,50823.01611562605,Not Verified,Aug-2015,debt_consolidation,debt_consolidation,718xx,WI,7.600667075235092,Nov-2005,824,828,1,9,0,41314,92.9942819692299,26,w,Individual,5,1,475.73,0,Fully Paid
1007016,7041, 36 months,20.03,E,E5,Engineer,6 years,RENT,19456.681037788105,Verified,Sep-2016,debt_consolidation,debt_consolidation,531xx,LA,9.123800313195298,Apr-1992,730,734,2,11,0,35706,28.42021349147643,17,w,Joint App,9,0,261.78,0,Fully Paid
1007017,13673, 60 months,18.6,E,E3,Supervisor,2 years,OWN,53031.82199197721,Verified,Nov-2015,debt_consolidation,debt_consolidation,934xx,OR,9.760896720982487,Jan-2005,717,721,2,8,0,23133,96.98983969914572,19,f,Individual,8,0,351.68,0,Fully Paid
1007018,22059, 36 months,20.14,E,E5,RN,6 years,MORTGAGE,188622.69211486116,Source Verified,Dec-2018,credit_card,credit_card,503xx,HI,12.95121913016815,Nov-2010,675,679,0,11,0,49818,48.82319206824426,26,f,Joint App,0,0,821.37,1,Charged Off
1007019,35328, 60 months,8.42,B,B5,Director,nan,MORTGAGE,76636.0977808857,Not Verified,Nov-2016,debt_consolidation,debt_consolidation,835xx,CT,20.043930856744268,Jul-2007,751,755,0,11,0,30324,53.67068181660516,25,w,Joint App,0,0,723.45,0,Fully Paid
1007020,18548, 36 months,16.25,D,D2,Engineer,1 year,MORTGAGE,63983.66796872559,Source Verified,Sep-2015,debt_consolidation,debt_consolidation,862xx,ND,27.225379278959643,Nov-1999,723,727,0,9,1,26132,17.846701482736083,25,f,Individual,9,1,654.38,0,Fully Paid
1007021,16078, 36 months,21.99,E,E4,Sales,9 years,RENT,29118.649973943913,Verified,Jun-2016,debt_consolidation,debt_consolidation,140xx,NC,31.042002691776453,Jun-1997,815,819,0,11,0,19994,10.878869511207478,22,w,Individual,0,0,613.94,0,Fully Paid
1007022,6419, 60 months,5.39,A,A2,Sales,1 year,RENT,55318.12527995162,Source Verified,Mar-2015,debt_consolidation,debt_consolidation,455xx,SC,0.8641418894981001,Nov-2007,729,733,0,13,0,8046,37.04059886293282,16,w,Individual,8,0,122.28,0,Fully Paid
1007023,36490, 60 months,7.47,A,A3,Director,< 1 year,MORTGAGE,150332.95031103847,Verified,Nov-2018,debt_consolidation,debt_consolidation,762xx,GA,5.819877739729886,Jul-2008,687,691,0,13,0,31319,61.0217367540957,30,f,Individual,2,0,730.66,0,Fully Paid
1007024,11550, 36 months,9.91,B,B1,Manager,2 years,RENT,116283.68012807383,Not Verified,Dec-2016,credit_card,credit_card,907xx,WA,29.93269739451112,Oct-2010,805,809,0,10,0,43954,72.18951772055159,29,f,Individual,8,0,372.2,0,Fully Paid
1007025,31337, 36 months,10.89,B,B2,Director,< 1 year,RENT,142935.16074565804,Source Verified,Apr-2015,debt_consolidation,debt_consolidation,550xx,NC,30.897391075403892,Feb-1990,741,745,2,8,0,1707,66.1813650606511,17,f,Individual,4,0,1024.3,0,Fully Paid
1007026,2468, 36 months,8.65,B,B1,Project Manager,7 years,MORTGAGE,28479.67319789951,Not Verified,Oct-2015,debt_consolidation,debt_consolidation,972xx,MD,37.77418873265581,Mar-1997,830,834,0,11,0,2463,14.077501524504598,16,w,Individual,4,0,78.08,0,Fully Paid
1007027,25309, 36 months,17.49,D,D2,Supervisor,10+ years,MORTGAGE,93471.73178098656,Verified,Jun-2016,car,car,571xx,AK,11.645445864780468,Jul-2000,801,805,2,15,1,4420,2.913422168864588,25,w,Individual,5,0,908.52,0,Fully Paid
1007028,1808, 36 months,10.88,B,B4,Manager,7 years,MORTGAGE,17518.81177175642,Source Verified,Apr-2015,debt_consolidation,debt_consolidation,687xx,AZ,9.015644193995097,May-2005,681,685,0,14,0,46222,69.51481702576397,15,w,Individual,8,0,59.09,0,Fully Paid
1007029,25747, 36 months,8.16,B,B4,RN,3 years,MORTGAGE,56824.420054402945,Source Verified,May-2018,credit_card,credit_card,984xx,IN,22.950354691978973,Jan-2008,801,805,1,6,0,31499,23.41844670619494,21,f,Individual,1,0,808.72,0,Fully Paid
1007030,7719, 36 months,23.12,F,F2,Supervisor,< 1 year,RENT,72402.46945514888,Not Verified,Jan-2016,credit_card,credit_card,635xx,MT,3.151375909459797,Feb-2009,678,682,0,10,0,30589,15.75937304459698,18,w,Individual,5,0,299.28,0,Fully Paid
1007031,17363, 36 months,18.9,E,E2,Project Manager,1 year,MORTGAGE,121553.91322391844,Not Verified,Sep-2016,other,other,138xx,MT,29.009606263414707,Mar-1998,753,757,1,7,0,46348,99.12382464364833,13,f,Individual,1,1,635.58,1,Charged Off
1007032,29718, 36 months,9.92,B,B1,Sales,1 year,RENT,104952.66428877349,Not Verified,Oct-2017,debt_consolidation,debt_consolidation,508xx,IN,19.127946218663098,Feb-2007,678,682,3,10,0,2665,79.47678287987252,11,f,Individual,3,0,957.8,0,Fully Paid
1007033,29801, 36 months,12.22,C,C1,Project Manager,1 year,MORTGAGE,128035.92368650342,Source Verified,Nov-2016,debt_consolidation,debt_consolidation,932xx,WI,28.4018319840888,Apr-1994,787,791,1,11,0,6792,9.41016739810191,11,f,Individual,4,0,992.95,0,Fully Paid
1007034,38841, 36 months,19.82,E,E3,nan,8 years,MORTGAGE,139213.59869508012,Verified,Jan-2015,moving,moving,924xx,IN,6.345146070832985,Dec-1990,826,830,0,7,0,9443,23.168612186996064,17,w,Individual,2,0,1439.91,0,Fully Paid
1007035,9012, 60 months,20.82,E,E3,Supervisor,6 years,MORTGAGE,57362.95905417902,Not Verified,Jul-2015,debt_consolidation,debt_consolidation,743xx,TX,18.593214352513137,Jul-2006,820,824,1,15,0,48222,79.69861197010863,34,f,Individual,2,0,242.89,0,Fully Paid
1007036,19029, 36 months,8.53,B,B2,Supervisor,8 years,RENT,26988.09613097255,Not Verified,Nov-2016,debt_consolidation,debt_consolidation,862xx,WV,13.808852600401508,Feb-1995,825,829,0,8,0,25026,12.808637932820266,27,w,Individual,2,0,600.96,0,Fully Paid
1007037,1767, 36 months,23.73,F,F4,Engineer,9 years,RENT,84074.76188311599,Verified,May-2016,medical,medical,896xx,OK,18.854606275119693,Nov-2008,691,695,0,9,0,8680,81.2941502799453,27,w,Individual,5,0,69.07,0,Fully Paid
1007038,4895, 36 months,20.71,E,E3,Driver,9 years,OWN,99767.28780758644,Source Verified,Jan-2015,debt_consolidation,debt_consolidation,542xx,CA,22.318452835954897,Oct-2001,673,677,0,18,0,20048,9.756179024348432,30,w,Individual,1,0,183.69,1,Charged Off
1007039,16332, 36 months,22.14,F,F3,Engineer,1 year,MORTGAGE,43333.16341410843,Source Verified,Apr-2015,debt_consolidation,debt_consolidation,785xx,SD,27.385036420185024,Oct-1998,757,761,2,10,0,23943,9.376039585319585,11,w,Individual,2,0,624.91,0,Fully Paid
1007040,15621, 36 months,7.88,A,A5,Engineer,4 years,RENT,62749.20232284755,Verified,Dec-2017,home_improvement,home_improvement,126xx,TX,34.67151411767587,Jan-1992,810,814,2,9,0,19565,44.717642249438036,22,w,Individual,0,0,488.64,0,Fully Paid
1007041,12334, 36 months,7.87,A,A4,Driver,< 1 year,MORTGAGE,90571.65250850293,Not Verified,Sep-2017,credit_card,credit_card,321xx,VT,9.319681604619792,Nov-1998,757,761,1,10,0,31033,45.965242532239344,21,w,Individual,8,0,385.76,0,Fully Paid
1007042,19174, 36 months,11.11,C,C1,Engineer,1 year,MORTGAGE,150638.57344045347,Source Verified,Apr-2015,debt_consolidation,debt_consolidation,680xx,CO,17.074854835021995,Feb-1993,742,746,0,5,0,47581,85.8987025527219,19,f,Individual,4,1,628.73,0,Fully Paid
1007043,34653, 60 months,6.29,A,A1,Sales,3 years,MORTGAGE,25829.325909875264,Not Verified,Apr-2018,debt_consolidation,debt_consolidation,285xx,AR,4.525096015945431,Jun-1996,748,752,2,12,0,38301,24.805657815272596,15,w,Individual,1,1,674.62,0,Fully Paid
1007044,37674, 60 months,6.82,A,A1,Driver,9 years,MORTGAGE,125556.2630713928,Not Verified,Dec-2016,major_purchase,major_purchase,124xx,MA,13.367323903040184,Jun-2003,685,689,1,6,0,41400,54.769455183283625,14,f,Joint App,0,0,742.8,0,Fully Paid
1007045,38260, 36 months,7.86,A,A5,Manager,< 1 year,MORTGAGE,57899.11658265079,Verified,Jan-2015,credit_card,credit_card,745xx,OH,15.197499736155478,Aug-1996,709,713,5,11,0,46956,2.117304239110962,23,f,Individual,2,0,1196.46,0,Fully Paid
1007046,3073, 36 months,19.25,E,E2,Driver,nan,MORTGAGE,54354.587733020555,Source Verified,Jun-2016,credit_card,credit_card,436xx,KS,17.65271130747143,Jan-1991,754,758,0,9,0,2690,1.302958389828357,19,w,Individual,8,0,113.03,0,Fully Paid
1007047,7269, 36 months,5.6,A,A2,Supervisor,7 years,MORTGAGE,127078.68375437263,Verified,Aug-2017,debt_consolidation,debt_consolidation,201xx,AL,37.07416404824982,Jan-2002,786,790,2,11,0,43642,75.07304775989249,24,f,Individual,8,0,219.82,0,Fully Paid
1007048,18194, 36 months,6.66,A,A1,nan,5 years,OWN,43374.76886210234,Source Verified,May-2015,credit_card,credit_card,399xx,NJ,36.39696735901377,Aug-2008,764,768,1,9,0,7275,62.07078730285204,16,f,Individual,9,0,558.95,0,Fully Paid
1007049,27811, 36 months,23.88,F,F4,Supervisor,< 1 year,RENT,82781.9548332391,Not Verified,Sep-2015,debt_consolidation,debt_consolidation,522xx,MI,2.7634971827695987,Jul-2002,777,781,2,5,1,35709,43.16182166778424,18,f,Individual,7,0,1089.35,0,Fully Paid
1007050,7841, 36 months,6.67,A,A5,Project Manager,8 years,MORTGAGE,39621.69305961853,Not Verified,Jan-2016,debt_consolidation,debt_consolidation,921xx,OH,16.554190601858643,Apr-1994,767,771,0,8,0,45557,51.36275054719246,15,f,Individual,9,0,240.93,0,Fully Paid
1007051,35800, 36 months,15.75,D,D1,nan,< 1 year,RENT,52978.55921371095,Source Verified,Jan-2018,renewable_energy,renewable_energy,129xx,KY,12.802201727805897,Oct-1996,714,718,0,7,0,2615,48.21214753952806,20,f,Individual,2,0,1254.21,0,Fully Paid
1007052,10699, 60 months,17.85,D,D1,Teacher,10+ years,MORTGAGE,145418.0539911626,Source Verified,Oct-2018,debt_consolidation,debt_consolidation,846xx,MO,14.443735565296457,Apr-1995,807,811,1,11,0,39283,74.10361994593907,17,f,Individual,4,0,270.81,0,Fully Paid
1007053,11762, 36 months,24.17,F,F2,Sales,3 years,MORTGAGE,77427.82887169067,Not Verified,Jul-2016,house,house,567xx,SD,30.02328954686995,Aug-2010,843,847,0,10,0,12968,26.034173900518432,13,w,Individual,0,0,462.51,0,Fully Paid
1007054,3147, 36 months,23.0,F,F4,RN,4 years,RENT,129460.31926272382,Not Verified,Apr-2015,small_business,small_business,969xx,MA,7.888696374887423,Dec-1996,802,806,0,6,1,24451,71.37810563110367,8,w,Individual,6,0,121.82,0,Fully Paid
1007055,34383, 60 months,13.81,C,C5,Manager,10+ years,MORTGAGE,17546.991783121146,Verified,Aug-2018,credit_card,credit_card,359xx,SD,30.233418468818552,Sep-2010,846,850,0,13,0,33031,68.65713319444326,17,w,Individual,1,0,796.65,0,Fully Paid
1007056,34715, 36 months,23.84,F,F5,nan,8 years,MORTGAGE,132410.86365174243,Not Verified,Dec-2015,credit_card,credit_card,467xx,OH,36.683099757159845,Aug-2001,716,720,0,8,0,39138,36.19440959548438,25,f,Individual,3,0,1359.05,1,Charged Off
1007057,39445, 36 months,13.65,C,C3,Teacher,nan,RENT,32476.911427582698,Not Verified,Apr-2017,debt_consolidation,debt_consolidation,938xx,MN,27.75071973959158,Dec-2002,818,822,0,13,0,11539,85.83456543150122,28,f,Individual,8,1,1341.44,0,Fully Paid
1007058,3013, 36 months,18.4,E,E4,Sales,1 year,MORTGAGE,41155.50126128876,Source Verified,Apr-2018,credit_card,credit_card,799xx,AL,16.459912425853158,Apr-2005,728,732,0,7,2,29892,79.3722172255977,8,w,Individual,1,0,109.53,1,Charged Off
1007059,21081, 36 months,10.19,B,B2,RN,nan,OWN,45534.39389066172,Verified,Aug-2018,home_improvement,home_improvement,452xx,MO,2.5054045364267408,Sep-1990,673,677,0,12,0,39343,23.972960448925384,18,w,Individual,8,1,682.11,0,Fully Paid
1007060,17874, 36 months,17.73,D,D3,Driver,8 years,MORTGAGE,75224.33814317065,Verified,Dec-2018,credit_card,credit_card,460xx,AR,4.163625834384628,Jan-2000,681,685,0,5,2,26931,43.22537359879739,22,w,Individual,0,0,643.77,0,Fully Paid
1007061,38755, 36 months,15.76,D,D2,Sales,nan,RENT,75937.52012395288,Source Verified,Apr-2016,debt_consolidation,debt_consolidation,354xx,OH,28.595117270174654,Sep-2006,706,710,0,13,0,6798,52.761360395261704,15,f,Individual,9,0,1357.92,0,Fully Paid
1007062,9733, 36 months,17.14,D,D1,Engineer,< 1 year,MORTGAGE,86661.69763479389,Source Verified,Jul-2018,debt_consolidation,debt_consolidation,383xx,ME,4.541662722629023,Dec-1995,742,746,1,7,0,45360,57.06750681599176,8,f,Individual,2,0,347.69,0,Fully Paid
1007063,10479, 36 months,18.65,E,E3,nan,3 years,RENT,75151.5077816557,Verified,Apr-2016,credit_card,credit_card,556xx,MI,16.57060706155026,Aug-1995,765,769,3,11,0,42570,66.53228278083765,27,w,Individual,0,1,382.27,1,Charged Off
1007064,10825, 60 months,8.47,B,B2,Manager,10+ years,MORTGAGE,75812.39020235064,Source Verified,Jun-2015,credit_card,credit_card,902xx,NY,34.86158624138449,Apr-1993,787,791,0,6,0,44125,68.4298264485131,12,w,Individual,1,0,221.93,0,Fully Paid
1007065,22304, 36 months,11.03,C,C1,Sales,6 years,MORTGAGE,49965.79906559849,Source Verified,Mar-2018,other,other,148xx,WA,21.44506924772685,Mar-2004,701,705,5,8,0,43960,72.07977769694892,24,w,Individual,8,1,730.52,0,Fully Paid
1007066,36694, 36 months,19.72,E,E2,Engineer,3 years,MORTGAGE,68762.6431069141,Verified,Mar-2017,credit_card,credit_card,432xx,NE,13.47098740867763,Mar-2001,720,724,0,7,0,42201,13.682117511464442,13,w,Individual,7,1,1358.45,1,Charged Off
1007067,16635, 60 months,8.28,B,B4,RN,7 years,MORTGAGE,78101.18695333462,Source Verified,May-2017,debt_consolidation,debt_consolidation,569xx,AK,9.237042622366465,May-1996,792,796,1,9,1,13122,26.199959138910913,19,w,Individual,6,0,339.53,0,Fully Paid
1007068,21760, 36 months,11.88,C,C2,Director,6 years,MORTGAGE,25648.065215545117,Source Verified,Oct-2017,debt_consolidation,debt_consolidation,815xx,AK,21.60131126476269,Jan-2003,683,687,0,9,0,39075,2.371556188212165,25,w,Joint App,1,0,721.5,1,Charged Off
1007069,10490, 36 months,18.33,E,E4,Engineer,5 years,MORTGAGE,82621.07256597605,Verified,Feb-2016,debt_consolidation,debt_consolidation,750xx,NH,13.605427277616702,Feb-1993,801,805,0,6,0,6409,15.23157256073967,8,w,Individual,4,0,380.98,0,Fully Paid
1007070,22252, 36 months,23.75,F,F2,Sales,4 years,MORTGAGE,68514.32724814165,Verified,Dec-2018,debt_consolidation,debt_consolidation,369xx,NC,38.35709736124412,Nov-2002,707,711,0,9,0,42719,89.86489711466295,18,w,Individual,2,0,870.09,1,Charged Off
1007071,7862, 36 months,6.51,A,A1,Teacher,9 years,RENT,112932.12101786477,Source Verified,Apr-2017,debt_consolidation,debt_consolidation,887xx,CO,0.5408955177936781,Mar-2004,674,678,0,11,0,18302,13.891837051023204,17,w,Individual,8,0,241.0,0,Fully Paid
1007072,5423, 36 months,15.33,D,D4,Teacher,2 years,RENT,148191.64962746252,Not Verified,Dec-2016,debt_consolidation,debt_consolidation,912xx,DC,37.81006147967645,Mar-1993,687,691,1,11,0,28869,79.63880307372956,28,f,Individual,0,0,188.87,1,Charged Off
1007073,11450, 36 months,6.64,A,A5,Teacher,7 years,MORTGAGE,153448.04848125714,Not Verified,Jul-2018,debt_consolidation,debt_consolidation,264xx,OK,8.452557348470808,Nov-2007,784,788,0,7,0,4539,75.39034858371393,7,w,Individual,6,0,351.66,0,Fully Paid
1007074,35841, 60 months,12.58,C,C4,Supervisor,3 years,RENT,8755.803803565086,Source Verified,Jan-2016,debt_consolidation,debt_consolidation,314xx,DC,22.968731393404948,Jun-1990,820,824,2,8,0,38809,91.96375140443047,17,w,Individual,2,1,807.81,0,Fully Paid
1007075,23554, 36 months,8.51,B,B1,Teacher,7 years,MORTGAGE,35722.99987864196,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,671xx,OH,10.548628991380449,Nov-1990,759,763,4,6,0,20429,17.089825435946647,18,w,Individual,2,0,743.65,0,Fully Paid
1007076,32826, 36 months,17.99,D,D4,Director,< 1 year,RENT,32581.882684494503,Not Verified,Mar-2016,small_business,small_business,889xx,NV,32.70019418000359,Aug-2005,706,710,0,9,1,312,93.16583411876049,14,w,Individual,8,0,1186.57,1,Charged Off
1007077,7825, 36 months,20.16,E,E2,Project Manager,10+ years,MORTGAGE,61153.80911816309,Verified,Dec-2018,wedding,wedding,984xx,VA,27.962782032778442,Aug-1992,838,842,1,7,2,17316,30.009304325394115,23,f,Individual,0,0,291.44,0,Fully Paid
1007078,13454, 36 months,9.95,B,B2,Driver,1 year,MORTGAGE,40396.124421177694,Not Verified,Jan-2015,debt_consolidation,debt_consolidation,660xx,NJ,9.373788759444967,Dec-1996,744,748,1,12,0,43887,54.417704636977824,14,w,Individual,8,0,433.81,0,Fully Paid
1007079,25251, 36 months,19.26,E,E5,Sales,1 year,RENT,107761.45859027439,Not Verified,Sep-2017,other,other,763xx,CA,22.5967241226733,Jan-1996,843,847,3,11,0,49796,3.5829385376980105,15,f,Individual,5,0,928.92,0,Fully Paid
1007080,21648, 36 months,13.94,C,C4,Supervisor,nan,RENT,40092.22584480558,Verified,May-2018,debt_consolidation,debt_consolidation,429xx,NC,36.34386342354639,Mar-1995,713,717,0,5,0,5915,26.608307066172042,24,w,Individual,6,0,739.25,0,Fully Paid
1007081,25530, 36 months,10.67,B,B2,Manager,5 years,RENT,67853.74200754809,Source Verified,Apr-2016,credit_card,credit_card,858xx,DE,8.961119727071448,Dec-1995,788,792,0,9,0,3003,17.23235564648111,16,f,Individual,7,0,831.84,0,Fully Paid
1007082,13516, 36 months,15.47,D,D4,Sales,4 years,MORTGAGE,37492.899448954384,Verified,Jan-2016,debt_consolidation,debt_consolidation,510xx,NV,32.553387048780934,Oct-1999,672,676,0,13,0,46873,99.44562989874252,29,w,Individual,6,0,471.65,1,Charged Off
1007083,9558, 60 months,12.59,C,C3,Driver,9 years,MORTGAGE,65014.33850219568,Source Verified,Oct-2018,small_business,small_business,871xx,TX,31.718871361428338,Jul-2009,739,743,0,15,0,14286,1.0471877021728249,34,w,Individual,1,0,215.47,0,Fully Paid
1007084,9719, 60 months,9.6,B,B2,Sales,9 years,MORTGAGE,12664.304979956285,Source Verified,Mar-2017,debt_consolidation,debt_consolidation,456xx,MD,15.314010421574684,Jan-1998,842,846,2,12,0,35024,35.278416745496784,18,w,Individual,6,0,204.59,0,Fully Paid
1007085,5886, 36 months,20.14,E,E4,Engineer,6 years,OWN,40335.03115735326,Not Verified,Nov-2018,debt_consolidation,debt_consolidation,899xx,MA,1.533801954670464,Apr-2002,760,764,1,7,0,20153,31.339799524168132,22,f,Individual,9,0,219.16,0,Fully Paid
1007086,29185, 60 months,20.95,E,E2,Supervisor,1 year,MORTGAGE,20932.694278492418,Verified,Sep-2017,home_improvement,home_improvement,935xx,MO,6.677145866675427,May-1993,703,707,1,6,0,38060,81.0339555496492,25,w,Individual,0,0,788.73,0,Fully Paid
1007087,38387, 36 months,21.01,E,E3,Project Manager,8 years,RENT,116771.80143279396,Source Verified,Jun-2016,debt_consolidation,debt_consolidation,276xx,NM,18.961815018387647,Feb-1997,743,747,0,7,0,25597,78.07859778363733,21,f,Individual,6,1,1446.43,0,Fully Paid
1007088,22575, 60 months,12.64,C,C3,Sales,1 year,OWN,64241.80322495398,Verified,Jul-2015,debt_consolidation,debt_consolidation,964xx,ND,18.824399919185847,Feb-2007,786,790,1,5,0,10593,82.61128267981987,13,f,Individual,7,0,509.5,0,Fully Paid
1007089,11100, 36 months,8.39,B,B2,Teacher,< 1 year,MORTGAGE,55839.056638911425,Source Verified,Jun-2015,debt_consolidation,debt_consolidation,611xx,AZ,4.231458832423396,Dec-2004,713,717,1,14,0,7553,97.72442940609895,20,f,Individual,5,0,349.83,0,Fully Paid
1007090,8856, 36 months,21.81,E,E3,Project Manager,1 year,RENT,47334.7259395888,Verified,Apr-2018,credit_card,credit_card,977xx,IL,11.472673516929056,Apr-2007,737,741,4,15,0,43406,33.924427801052815,33,f,Individual,4,1,337.34,0,Fully Paid
1007091,39169, 60 months,11.59,C,C2,Teacher,10+ years,MORTGAGE,53749.20672772116,Verified,May-2015,debt_consolidation,debt_consolidation,191xx,DE,15.113968568350575,Jan-2009,738,742,1,13,0,3087,15.63888638180384,24,w,Individual,6,0,863.2,0,Fully Paid
1007092,29804, 36 months,19.96,E,E1,Director,2 years,MORTGAGE,113292.5324558627,Source Verified,Mar-2018,medical,medical,441xx,CT,32.66696265870592,Apr-2009,767,771,0,5,0,42422,95.04452423814404,13,w,Individual,0,0,1107.02,1,Charged Off
1007093,36790, 60 months,21.35,E,E5,Director,5 years,RENT,60060.09554853091,Verified,Jul-2017,other,other,460xx,ND,35.932863396073664,Oct-1991,836,840,0,9,0,36368,93.36187863344732,20,f,Individual,1,0,1002.55,0,Fully Paid
1007094,31988, 36 months,20.36,E,E1,Director,6 years,MORTGAGE,47427.541996580505,Source Verified,Dec-2018,credit_card,credit_card,731xx,WY,24.141623161421606,Mar-1999,729,733,0,9,0,19071,63.1302197266622,9,w,Individual,3,0,1194.66,1,Charged Off
1007095,11912, 36 months,12.8,C,C3,Project Manager,10+ years,MORTGAGE,21059.310315226492,Source Verified,Jan-2017,debt_consolidation,debt_consolidation,651xx,NH,10.947867212173268,Dec-1995,796,800,1,10,0,12507,99.55734793752569,14,f,Individual,3,0,400.22,0,Fully Paid
1007096,39506, 36 months,23.76,F,F2,Director,5 years,RENT,43145.090956097505,Verified,Jan-2016,credit_card,credit_card,857xx,NC,27.426278567173597,Feb-2003,830,834,0,8,0,24932,99.24800383186087,13,w,Individual,8,0,1544.96,0,Fully Paid
1007097,23368, 60 months,18.2,E,E1,nan,< 1 year,RENT,55879.50741939247,Not Verified,Aug-2017,debt_consolidation,debt_consolidation,924xx,PA,37.78683625316352,Apr-1993,761,765,0,15,0,31573,56.42287197900732,24,f,Individual,8,0,595.94,0,Fully Paid
1007098,2770, 36 months,16.51,D,D4,Engineer,8 years,MORTGAGE,75022.98846612037,Verified,Jan-2017,credit_card,credit_card,956xx,MI,4.403606137402125,Apr-2000,826,830,0,12,1,32673,8.60915638735018,30,f,Individual,8,0,98.08,0,Fully Paid
1007099,13305, 36 months,18.96,E,E4,Sales,nan,MORTGAGE,82457.12156830939,Source Verified,Feb-2016,debt_consolidation,debt_consolidation,333xx,FL,11.232924107545417,Dec-2001,754,758,0,8,0,46818,1.6605501831541192,9,w,Individual,7,0,487.44,0,Fully Paid
1007100,10969, 60 months,5.89,A,A4,Teacher,7 years,MORTGAGE,91941.73236140182,Source Verified,Jul-2017,credit_card,credit_card,424xx,NV,21.872408810197797,Sep-1991,696,700,1,9,0,14902,25.466810658511886,9,f,Individual,2,0,211.5,0,Fully Paid
1007101,13404, 60 months,12.81,C,C2,Director,nan,OWN,55214.292707895926,Source Verified,Jun-2017,credit_card,credit_card,948xx,AL,13.642289681481365,Apr-2002,685,689,1,6,1,27657,51.519462354865986,19,w,Joint App,5,0,303.68,0,Fully Paid
1007102,9989, 60 months,22.62,F,F3,Manager,1 year,RENT,34873.287615319015,Verified,Sep-2015,debt_consolidation,debt_consolidation,413xx,ME,34.576075765318336,Aug-1999,821,825,0,13,0,37803,72.67020664030218,17,f,Individual,8,0,279.42,0,Fully Paid
1007103,36983, 36 months,8.22,B,B2,Manager,< 1 year,RENT,53783.95152673101,Not Verified,Oct-2016,debt_consolidation,debt_consolidation,203xx,NY,10.456530100646258,Feb-2009,745,749,0,6,1,22982,33.87394616927637,7,w,Individual,4,0,1162.67,0,Fully Paid
1007104,20360, 60 months,13.29,C,C3,RN,6 years,MORTGAGE,34060.66039961312,Not Verified,Jun-2017,debt_consolidation,debt_consolidation,839xx,WA,35.315366795940136,Feb-2010,695,699,1,7,0,1329,32.57820611998492,19,w,Individual,7,0,466.28,0,Fully Paid
1007105,21121, 60 months,13.1,C,C5,Project Manager,2 years,MORTGAGE,20276.239181681318,Source Verified,Sep-2015,credit_card,credit_card,192xx,HI,33.302746826396124,Jul-2010,705,709,1,13,0,47434,37.92877788665806,25,w,Joint App,2,0,481.65,1,Charged Off
1007106,27287, 60 months,12.12,C,C2,Director,2 years,MORTGAGE,76946.84418034086,Source Verified,Jan-2015,small_business,small_business,754xx,NC,6.7229086090363,Sep-2010,723,727,0,6,1,22168,36.104913715220675,13,f,Individual,1,0,608.64,0,Fully Paid
