id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,title,zip_code,addr_state,DTI Ratio %,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,installment,default_risk,loan_status,credit_score_bucket,credit_score_range,monthly_income,payment_to_income_ratio (%)
1007222,9123, 36 months,10.68,B,B3,Teacher,< 1 year,OWN,56029.9845821748,Not Verified,Oct-2018,debt_consolidation,debt_consolidation,864xx,KS,18.871863514436548,Nov-2003,845,849,0,12,0,4393,16.774259487300526,16,Whole Funded,Individual,8,0,297.29,0,Fully Paid,Excellent,4,4669.1653818479,6.3670908114705185
1007223,9222, 60 months,8.29,B,B3,Manager,< 1 year,OWN,50289.19673142525,Verified,Oct-2015,debt_consolidation,debt_consolidation,367xx,ND,15.063535125724943,Nov-2004,815,819,1,8,1,14724,84.67313487835067,25,Fractional Funded,Individual,3,0,188.27,0,Fully Paid,Excellent,4,4190.766394285437,4.4924956985606865
1007224,25074, 36 months,20.99,E,E4,RN,4 years,RENT,50763.11051832481,Source Verified,Aug-2015,credit_card,credit_card,823xx,MO,27.535155146248997,Apr-1999,764,768,2,13,1,18639,90.26531743280202,21,Whole Funded,Individual,2,0,944.54,1,Charged Off,Very Good,4,4230.259209860401,22.328182580357055
1007225,30825, 36 months,6.25,A,A4,Driver,6 years,RENT,28885.881966988483,Verified,Jul-2015,other,other,915xx,ME,37.69600624184304,May-1993,818,822,0,17,0,34788,38.71842954688633,30,Whole Funded,Individual,1,0,941.25,0,Fully Paid,Excellent,4,2407.1568305823735,39.102146899679965
1007226,37839, 36 months,19.95,E,E5,Teacher,2 years,MORTGAGE,42319.94249865462,Not Verified,Jul-2017,vacation,vacation,472xx,IL,16.98387393096659,Jun-2000,834,838,0,10,1,40455,12.920591934205373,14,Whole Funded,Individual,8,0,1405.27,0,Fully Paid,Excellent,4,3526.661874887885,39.847029566583394
1007227,3786, 36 months,12.66,C,C5,Director,6 years,OWN,216351.14291969023,Not Verified,Jun-2016,debt_consolidation,debt_consolidation,922xx,DE,1.558204478754872,Jan-2002,847,851,0,11,0,41519,55.98142303475704,26,Whole Funded,Individual,6,0,126.95,0,Fully Paid,Excellent,4,18029.261909974186,0.7041330955970442
1007228,34638, 60 months,18.51,E,E1,Supervisor,8 years,RENT,25488.45567125427,Not Verified,Oct-2016,debt_consolidation,debt_consolidation,920xx,KS,35.152314702804695,Jun-2000,689,693,1,5,0,34361,74.18958094285883,10,Fractional Funded,Joint App,7,0,889.22,1,Charged Off,Good,4,2124.0379726045226,41.864599949200866
1007229,37964, 60 months,6.05,A,A4,Sales,10+ years,RENT,66689.12965887834,Not Verified,Aug-2017,car,car,369xx,VT,6.656140297478514,May-2004,761,765,0,12,0,48106,57.00726506919767,27,Whole Funded,Joint App,5,0,734.83,0,Fully Paid,Very Good,4,5557.427471573195,13.222484751420149
1007230,26988, 36 months,23.41,F,F5,Manager,3 years,MORTGAGE,57046.278703956574,Not Verified,Jun-2015,debt_consolidation,debt_consolidation,541xx,LA,36.059754596259815,Sep-1998,713,717,1,11,0,13713,65.4734828222297,20,Whole Funded,Individual,3,0,1050.47,0,Fully Paid,Good,4,4753.8565586630475,22.0972170076463
1007231,36507, 36 months,20.35,E,E5,Supervisor,4 years,RENT,54830.882637624985,Source Verified,Sep-2015,debt_consolidation,debt_consolidation,479xx,DE,33.18177055696221,May-2010,745,749,2,5,0,45458,55.94858322482562,16,Fractional Funded,Individual,1,0,1363.25,0,Fully Paid,Very Good,4,4569.240219802082,29.835376001725066
1007232,34708, 36 months,7.8,A,A3,Engineer,7 years,MORTGAGE,37174.79700239495,Not Verified,Oct-2018,moving,moving,473xx,LA,26.38739153148876,Apr-1993,723,727,2,10,0,625,83.01840947591353,28,Whole Funded,Joint App,5,0,1084.42,1,Charged Off,Good,4,3097.8997501995796,35.00500621203566
1007233,34108, 36 months,9.38,B,B4,Director,8 years,RENT,21213.305284633818,Source Verified,May-2016,debt_consolidation,debt_consolidation,340xx,MI,33.83642891752018,Oct-1999,799,803,0,13,0,25319,77.77783489969607,23,Whole Funded,Individual,2,0,1090.67,0,Fully Paid,Very Good,4,1767.7754403861516,61.69731602118846
1007234,30715, 36 months,17.88,D,D5,Sales,4 years,MORTGAGE,70936.34039721137,Source Verified,Jun-2017,credit_card,credit_card,427xx,NJ,10.391384712016183,Jun-2010,671,675,2,7,0,36898,86.28834570407365,7,Fractional Funded,Individual,7,0,1108.57,0,Fully Paid,Good,4,5911.3616997676145,18.753208758035896
1007235,24806, 36 months,23.43,F,F3,Teacher,,RENT,40602.6192224173,Not Verified,Jul-2017,debt_consolidation,debt_consolidation,653xx,AL,34.233317803426985,Jun-1998,843,847,1,5,0,42767,4.250243520303954,5,Whole Funded,Individual,2,0,965.8,0,Fully Paid,Excellent,4,3383.5516018681083,28.54397135444211
1007236,37901, 36 months,13.92,C,C1,Director,4 years,RENT,63168.14087541265,Not Verified,Jun-2017,credit_card,credit_card,465xx,CO,22.46531476484713,May-1998,806,810,0,10,0,21496,28.777700608801293,26,Whole Funded,Individual,9,0,1293.89,0,Fully Paid,Excellent,4,5264.011739617721,24.579922386228645
1007237,18043, 60 months,14.71,D,D2,Teacher,1 year,MORTGAGE,38327.02688909295,Source Verified,May-2018,moving,moving,178xx,MS,7.086320318624626,Sep-1995,695,699,0,13,0,49444,14.620865422944451,28,Whole Funded,Individual,4,0,426.5,0,Fully Paid,Good,4,3193.9189074244127,13.353501211586211
1007238,11225, 36 months,9.76,B,B4,Engineer,8 years,MORTGAGE,81521.45100521775,Source Verified,Oct-2016,house,house,809xx,VA,10.182314756402864,May-2007,774,778,1,10,1,17441,70.37499650318216,13,Fractional Funded,Individual,7,0,360.94,0,Fully Paid,Very Good,4,6793.454250434813,5.313055578123576
1007239,10752, 60 months,12.66,C,C1,Teacher,5 years,MORTGAGE,57778.915535913366,Not Verified,Oct-2017,debt_consolidation,debt_consolidation,237xx,AL,31.59407699726499,Feb-1995,801,805,0,15,0,38544,11.819016427218765,33,Whole Funded,Individual,2,0,242.77,0,Fully Paid,Excellent,4,4814.909627992781,5.042046866021968
1007240,4457, 60 months,10.72,B,B1,Teacher,4 years,RENT,67031.24967756777,Source Verified,Feb-2015,home_improvement,home_improvement,429xx,WA,33.7090609099372,Jan-1991,791,795,0,15,0,43159,43.09380346246624,27,Whole Funded,Individual,0,0,96.28,0,Fully Paid,Very Good,4,5585.937473130648,1.7236139943048758
1007241,10241, 60 months,12.01,C,C4,RN,4 years,MORTGAGE,81165.24672023764,Verified,Jun-2016,credit_card,credit_card,980xx,KS,34.99072798190354,Aug-1991,792,796,2,10,0,21999,89.96423109343633,28,Fractional Funded,Individual,2,0,227.86,0,Fully Paid,Very Good,4,6763.770560019803,3.3688310089473656
1007242,1453, 36 months,5.41,A,A2,Project Manager,3 years,MORTGAGE,60211.68082840419,Verified,Feb-2017,home_improvement,home_improvement,947xx,WA,7.3754873878707805,Oct-1996,701,705,1,9,0,20513,33.38905786210324,15,Whole Funded,Individual,4,0,43.82,0,Fully Paid,Good,4,5017.640069033682,0.8733189187968008
1007243,10896, 60 months,5.82,A,A3,Project Manager,< 1 year,RENT,37400.81739759971,Source Verified,Nov-2017,debt_consolidation,debt_consolidation,819xx,MD,36.08087103149731,Apr-2005,766,770,0,13,0,11573,11.116460143408435,19,Fractional Funded,Individual,1,0,209.74,0,Fully Paid,Very Good,4,3116.7347831333095,6.72947859198801
1007244,22826, 60 months,18.61,E,E1,Director,5 years,MORTGAGE,100304.14951671982,Source Verified,Nov-2016,debt_consolidation,debt_consolidation,352xx,WI,19.75262609505597,Nov-1996,719,723,2,4,0,49157,41.21157426026153,14,Whole Funded,Individual,5,1,587.23,0,Fully Paid,Good,4,8358.679126393317,7.025392303261959
1007245,11976, 36 months,18.64,E,E1,Project Manager,< 1 year,RENT,182516.2829899706,Source Verified,Jun-2016,debt_consolidation,debt_consolidation,914xx,CA,39.72843402097703,Jul-2005,696,700,1,11,0,23777,65.13452190688663,30,Whole Funded,Individual,7,0,436.82,1,Charged Off,Good,4,15209.690249164218,2.8719848520518263
1007246,34586, 36 months,11.6,C,C2,Manager,9 years,MORTGAGE,74954.26531158992,Verified,Oct-2017,home_improvement,home_improvement,651xx,WV,19.05827252878625,Jul-2008,690,694,0,10,0,1178,70.55289956572597,15,Whole Funded,Individual,7,1,1142.15,0,Fully Paid,Good,4,6246.188775965827,18.28555045269815
1007247,5868, 36 months,22.71,F,F3,RN,1 year,MORTGAGE,11509.973483415422,Source Verified,Feb-2018,home_improvement,home_improvement,692xx,AK,10.085368518302612,Aug-1996,783,787,4,5,0,4263,94.23310297291717,23,Fractional Funded,Individual,5,0,226.26,0,Fully Paid,Very Good,4,959.1644569512852,23.58928110401108
1007248,17396, 60 months,10.32,B,B1,Manager,6 years,RENT,36016.798859400995,Not Verified,Sep-2016,debt_consolidation,debt_consolidation,231xx,WA,2.3909293330616954,Jul-1996,716,720,2,9,0,44627,54.28162109584365,9,Whole Funded,Individual,1,0,372.36,0,Fully Paid,Good,4,3001.399904950083,12.406210828016695
1007249,32634, 60 months,12.92,C,C2,Teacher,< 1 year,RENT,52839.199935533245,Verified,Nov-2015,credit_card,credit_card,198xx,AR,26.59915964744051,Dec-1997,839,843,0,10,0,8945,99.8631409335911,22,Whole Funded,Individual,3,0,741.19,0,Fully Paid,Excellent,4,4403.266661294437,16.832730266263525
1007250,13171, 60 months,19.63,E,E4,Manager,7 years,MORTGAGE,47548.67514770174,Source Verified,Feb-2018,debt_consolidation,debt_consolidation,903xx,IN,0.1996513056392723,May-1999,702,706,2,8,0,15536,59.878963442242735,21,Fractional Funded,Joint App,0,0,346.24,0,Fully Paid,Good,4,3962.3895956418114,8.738161446335956
1007251,25111, 60 months,19.87,E,E2,Teacher,7 years,MORTGAGE,23474.371945411564,Verified,Jan-2015,debt_consolidation,debt_consolidation,619xx,VT,33.44035409214655,Apr-1990,714,718,3,15,0,38214,61.306341447926,32,Fractional Funded,Individual,0,0,663.47,1,Charged Off,Good,4,1956.1976621176302,33.91630676430612
1007252,34688, 36 months,22.22,F,F2,Driver,6 years,MORTGAGE,38009.00119438603,Verified,Jan-2017,credit_card,credit_card,825xx,LA,12.43100496975858,Apr-1999,748,752,1,10,0,9932,98.6071847053738,10,Whole Funded,Individual,5,0,1328.7,0,Fully Paid,Very Good,4,3167.416766198836,41.94901075789122
1007253,22304, 36 months,5.58,A,A5,Engineer,6 years,MORTGAGE,58733.75952727928,Verified,Feb-2017,other,other,587xx,NE,26.63458647960922,Mar-2001,743,747,0,10,0,43325,13.244013021586287,25,Fractional Funded,Individual,5,0,674.29,0,Fully Paid,Very Good,4,4894.479960606607,13.776540213200311
1007254,29253, 36 months,8.68,B,B1,Director,< 1 year,MORTGAGE,67921.18010953409,Not Verified,Nov-2015,medical,medical,648xx,NV,19.989016684533087,Mar-1999,668,672,1,9,1,13773,41.5349087654028,9,Whole Funded,Individual,0,0,925.89,0,Fully Paid,Fair,4,5660.098342461174,16.3581963418218
1007255,31980, 36 months,17.81,D,D3,Sales,2 years,MORTGAGE,59272.45838292958,Not Verified,Jan-2018,credit_card,credit_card,421xx,NY,26.28893562579381,Apr-2010,735,739,1,15,0,1841,1.444032493339209,17,Whole Funded,Individual,2,0,1153.11,0,Fully Paid,Good,4,4939.371531910799,23.34527768462719
1007256,3017, 36 months,11.76,C,C4,,8 years,MORTGAGE,35263.02292259258,Not Verified,Nov-2015,home_improvement,home_improvement,207xx,AZ,2.127140684349107,Sep-1995,711,715,0,13,2,3584,59.737691688338046,18,Fractional Funded,Joint App,8,0,99.86,0,Fully Paid,Good,4,2938.5852435493816,3.3982339024946477
1007257,8957, 60 months,5.87,A,A5,Project Manager,4 years,MORTGAGE,28543.59364186807,Verified,Aug-2016,debt_consolidation,debt_consolidation,926xx,DC,7.871044766481994,Jul-1991,767,771,0,7,0,12010,67.14091267921842,25,Fractional Funded,Individual,1,0,172.62,0,Fully Paid,Very Good,4,2378.6328034890057,7.257110040137301
1007258,5792, 60 months,16.73,D,D2,RN,4 years,RENT,44239.268526443055,Source Verified,May-2018,major_purchase,major_purchase,946xx,DC,35.730585843416854,Nov-2001,736,740,1,13,0,38926,90.67846453453036,19,Whole Funded,Individual,8,0,143.11,0,Fully Paid,Good,4,3686.6057105369214,3.8818905854501407
1007259,14237, 36 months,12.86,C,C4,,6 years,RENT,44426.44645128805,Verified,May-2015,home_improvement,home_improvement,718xx,MT,16.70144851686078,Dec-2007,840,844,1,8,0,14630,37.255175930123,10,Whole Funded,Individual,0,0,478.74,0,Fully Paid,Excellent,4,3702.203870940671,12.93121655881041
1007260,17251, 36 months,12.28,C,C3,Sales,10+ years,MORTGAGE,77713.01726654358,Source Verified,Apr-2015,debt_consolidation,debt_consolidation,333xx,VT,22.61402628678775,Nov-2008,766,770,0,12,0,43508,50.15386744481226,26,Fractional Funded,Individual,1,0,575.29,0,Fully Paid,Very Good,4,6476.084772211965,8.88329940442556
1007261,20252, 36 months,10.29,B,B4,Sales,9 years,RENT,29000.11087447971,Source Verified,Oct-2015,credit_card,credit_card,837xx,NH,18.282742194186312,Dec-2005,692,696,0,11,0,39074,65.51580302658445,12,Whole Funded,Individual,7,0,656.24,0,Fully Paid,Good,4,2416.6759062066426,27.154654801440593
1007262,11707, 36 months,5.12,A,A4,Director,7 years,MORTGAGE,65813.84752284862,Not Verified,Jan-2015,debt_consolidation,debt_consolidation,456xx,IL,36.43270363975616,Apr-2005,661,665,1,13,0,19143,49.95225514254344,14,Fractional Funded,Individual,0,1,351.5,1,Charged Off,Fair,4,5484.487293570718,6.408985583977043
1007263,35206, 36 months,8.65,B,B1,Director,5 years,MORTGAGE,57523.64713470511,Source Verified,Sep-2017,debt_consolidation,debt_consolidation,834xx,KS,7.978808199524408,Sep-2001,682,686,0,8,0,45486,73.89843215717842,16,Whole Funded,Individual,6,0,1113.82,0,Fully Paid,Good,4,4793.637261225426,23.235383474035903
1007264,29740, 36 months,14.48,D,D3,Director,4 years,MORTGAGE,47180.49820537342,Source Verified,May-2015,car,car,818xx,RI,33.55639333229506,May-2001,675,679,0,7,0,43743,57.920236747577846,20,Whole Funded,Individual,5,0,1023.39,1,Charged Off,Good,4,3931.7081837811184,26.029144386189092
1007265,4543, 60 months,10.51,B,B2,Engineer,< 1 year,RENT,75117.36516115074,Not Verified,Jan-2018,debt_consolidation,debt_consolidation,760xx,NV,2.40321663780815,Aug-2005,835,839,1,15,0,38286,21.26019908079117,28,Fractional Funded,Individual,8,0,97.67,0,Fully Paid,Excellent,4,6259.780430095895,1.5602783690370392
1007266,36031, 60 months,22.49,F,F1,RN,9 years,RENT,45401.210216519656,Source Verified,Jan-2018,debt_consolidation,debt_consolidation,667xx,NV,34.292216681644355,Feb-2006,764,768,0,11,0,13221,96.14574601299624,23,Fractional Funded,Individual,7,0,1005.2,1,Charged Off,Very Good,4,3783.4341847099713,26.568454766897343
1007267,1211, 60 months,7.86,A,A1,Sales,9 years,RENT,109689.24800625464,Not Verified,Dec-2015,debt_consolidation,debt_consolidation,940xx,AR,36.11694981036581,May-1998,791,795,1,8,1,34130,6.990013875039624,12,Fractional Funded,Individual,1,0,24.47,0,Fully Paid,Very Good,4,9140.770667187886,0.26770171674734816
1007268,1331, 36 months,22.51,F,F2,,9 years,RENT,91859.31143042448,Verified,Jul-2016,credit_card,credit_card,329xx,NJ,31.59246665606085,May-2009,812,816,2,8,0,7302,1.6443318299038334,18,Fractional Funded,Individual,4,0,51.18,0,Fully Paid,Excellent,4,7654.94261920204,0.6685876373732382
1007269,24244, 36 months,13.1,C,C5,Director,8 years,RENT,39776.97040961132,Source Verified,Jul-2018,debt_consolidation,debt_consolidation,576xx,ME,11.08502514048357,Jun-2002,727,731,4,9,0,27589,55.66190034643904,18,Whole Funded,Individual,6,0,818.04,0,Fully Paid,Good,4,3314.7475341342765,24.678802580771816
1007270,9169, 36 months,10.52,B,B3,RN,5 years,MORTGAGE,152374.01856515338,Not Verified,Oct-2016,debt_consolidation,debt_consolidation,375xx,AR,4.564653990305096,Dec-2003,767,771,1,7,0,41591,6.274088945996725,10,Fractional Funded,Individual,8,0,298.1,0,Fully Paid,Very Good,4,12697.83488042945,2.3476443252498655
1007271,23104, 60 months,11.09,C,C4,Engineer,2 years,MORTGAGE,18123.649290115078,Verified,May-2015,small_business,small_business,688xx,DE,20.034293263565218,Jul-2008,698,702,1,10,1,47031,81.38200825801843,25,Whole Funded,Individual,2,0,503.37,0,Fully Paid,Good,4,1510.3041075095898,33.32904926214032
1007272,15591, 60 months,11.6,C,C5,Teacher,,MORTGAGE,150853.75532023705,Verified,Aug-2017,major_purchase,major_purchase,956xx,MO,26.63299615634267,Jan-2004,768,772,0,14,0,6688,61.44217197889541,30,Fractional Funded,Individual,8,0,343.67,0,Fully Paid,Very Good,4,12571.14627668642,2.7338000245637635
1007273,32711, 36 months,15.13,D,D3,,,MORTGAGE,137551.0549940717,Not Verified,Feb-2017,debt_consolidation,debt_consolidation,154xx,NY,32.76795864445853,Aug-1997,775,779,1,8,0,8801,60.42414900231808,11,Fractional Funded,Individual,7,0,1136.02,0,Fully Paid,Very Good,4,11462.58791617264,9.910676439804504
1007274,1727, 60 months,12.08,C,C3,Engineer,9 years,MORTGAGE,31047.60909612907,Source Verified,Aug-2017,debt_consolidation,debt_consolidation,571xx,MO,20.236915646406896,Jan-1994,681,685,0,11,0,45420,48.56306009203807,21,Whole Funded,Joint App,7,0,38.49,0,Fully Paid,Good,4,2587.3007580107555,1.4876507835754285
1007275,22359, 36 months,17.94,D,D4,Manager,,RENT,49845.23221847578,Source Verified,Jun-2016,credit_card,credit_card,733xx,NV,21.8662294640191,Jul-2004,847,851,1,6,0,6556,43.37696984514277,12,Fractional Funded,Joint App,1,0,807.66,0,Fully Paid,Excellent,4,4153.769351539649,19.444026175902867
1007276,37011, 36 months,13.5,C,C5,Director,6 years,RENT,30653.105424538626,Source Verified,Apr-2015,major_purchase,major_purchase,548xx,AL,37.44249747120414,Dec-1991,823,827,3,8,0,42968,58.33776207384946,16,Fractional Funded,Joint App,4,0,1255.98,0,Fully Paid,Excellent,4,2554.4254520448853,49.16878662458342
1007277,38863, 60 months,18.43,E,E5,Sales,3 years,RENT,45316.04862317491,Source Verified,Jul-2015,moving,moving,609xx,AL,1.9111584850496843,Apr-1996,836,840,0,13,0,23871,5.388041230459151,18,Fractional Funded,Individual,1,0,995.98,0,Fully Paid,Excellent,4,3776.337385264576,26.374232447724484
1007278,23998, 60 months,17.09,D,D5,Supervisor,2 years,RENT,136425.75832903766,Not Verified,May-2018,debt_consolidation,debt_consolidation,705xx,NY,12.757671015951836,Jul-2002,748,752,1,10,0,44602,34.44179730476482,21,Whole Funded,Individual,9,0,597.57,0,Fully Paid,Very Good,4,11368.813194086471,5.256221470072428
1007279,11929, 36 months,9.89,B,B4,Manager,,RENT,54409.914937808455,Verified,Aug-2017,credit_card,credit_card,546xx,NY,17.526556616887213,Jul-2007,692,696,0,10,1,2415,54.25857276401238,29,Whole Funded,Individual,2,0,384.3,0,Fully Paid,Good,4,4534.159578150705,8.475661109323815
1007280,15842, 36 months,21.26,E,E4,Project Manager,6 years,MORTGAGE,17608.009767047675,Source Verified,Jul-2015,debt_consolidation,debt_consolidation,166xx,AR,25.58043025108048,Oct-2006,736,740,0,12,0,1037,16.239066316280372,23,Fractional Funded,Individual,1,0,598.97,0,Fully Paid,Good,4,1467.334147253973,40.82028630771908
1007281,24519, 36 months,20.98,E,E3,Driver,5 years,RENT,93035.13432382878,Not Verified,Nov-2015,debt_consolidation,debt_consolidation,275xx,VA,3.8018517042383415,Sep-2006,806,810,0,9,0,7334,93.94299622756338,22,Fractional Funded,Individual,2,0,923.5,0,Fully Paid,Excellent,4,7752.927860319065,11.911628956676429
1007282,18393, 36 months,24.78,F,F5,Supervisor,10+ years,MORTGAGE,68261.1292745901,Not Verified,Aug-2015,home_improvement,home_improvement,122xx,LA,34.99422725025946,Sep-2008,730,734,0,11,0,27156,73.93591905258681,27,Whole Funded,Individual,1,0,729.16,1,Charged Off,Good,4,5688.427439549175,12.8183053708388
1007283,35318, 60 months,8.5,B,B2,Sales,3 years,MORTGAGE,29399.34633044048,Source Verified,Feb-2015,home_improvement,home_improvement,673xx,AZ,12.656325358291504,May-2010,772,776,0,11,0,1938,75.73172246852165,24,Fractional Funded,Individual,0,0,724.6,0,Fully Paid,Very Good,4,2449.945527536707,29.576167790495646
1007284,9995, 36 months,21.96,E,E3,Project Manager,9 years,MORTGAGE,152763.0065725292,Source Verified,Jan-2017,vacation,vacation,559xx,MN,7.402796434849557,Dec-1994,665,669,0,9,1,42716,56.52195461410664,19,Fractional Funded,Individual,8,1,381.51,1,Charged Off,Fair,4,12730.250547710768,2.996877387213761
1007285,29656, 36 months,22.44,F,F2,Manager,7 years,OWN,91001.00313741564,Verified,Nov-2016,debt_consolidation,debt_consolidation,672xx,WV,23.66068145586541,Jun-1996,687,691,1,13,0,38951,31.677993668956685,19,Fractional Funded,Individual,7,0,1139.34,1,Charged Off,Good,4,7583.41692811797,15.024098118297156
1007286,16567, 36 months,17.84,D,D3,RN,1 year,RENT,49431.846469054886,Not Verified,Jun-2017,debt_consolidation,debt_consolidation,765xx,SC,5.62208369147486,Mar-2003,754,758,0,9,0,28985,94.35599230089892,9,Fractional Funded,Individual,0,1,597.61,0,Fully Paid,Very Good,4,4119.3205390879075,14.507489629159126
1007287,29840, 60 months,15.13,D,D2,RN,5 years,RENT,69528.76870254832,Not Verified,Dec-2017,other,other,158xx,NH,13.202409315381304,Mar-1997,673,677,0,10,0,38826,70.8372538686651,10,Whole Funded,Individual,0,0,711.93,0,Fully Paid,Good,4,5794.064058545693,12.28723039314643
1007288,24831, 60 months,24.15,F,F4,,2 years,OWN,127966.50712738025,Verified,Nov-2016,debt_consolidation,debt_consolidation,455xx,WV,34.47447817290383,Dec-2000,767,771,0,9,0,27054,58.6985029133175,28,Fractional Funded,Joint App,5,0,716.5,1,Charged Off,Very Good,4,10663.875593948354,6.718945599914976
1007289,14265, 60 months,24.45,F,F3,,7 years,RENT,84664.48486613599,Source Verified,Sep-2016,debt_consolidation,debt_consolidation,588xx,DC,31.574022966450293,Mar-2007,799,803,0,9,0,45092,55.89828221582559,20,Whole Funded,Individual,4,0,414.11,0,Fully Paid,Very Good,4,7055.373738844665,5.869426841558241
1007290,6424, 36 months,17.83,D,D3,Supervisor,10+ years,RENT,24527.40232822377,Source Verified,Aug-2016,credit_card,credit_card,988xx,MI,11.24170157081676,Feb-2008,754,758,1,9,0,26066,41.64962620034294,9,Fractional Funded,Joint App,2,0,231.7,0,Fully Paid,Very Good,4,2043.9501940186474,11.335892659128373
1007291,21625, 60 months,12.19,C,C1,Project Manager,7 years,MORTGAGE,38549.3329601466,Source Verified,Dec-2017,debt_consolidation,debt_consolidation,823xx,MD,16.788707373036512,Sep-2008,718,722,0,11,0,22127,66.49825452949041,29,Whole Funded,Individual,8,0,483.12,0,Fully Paid,Good,4,3212.4444133455504,15.039015087481692
1007292,15086, 36 months,21.34,E,E2,,10+ years,MORTGAGE,18612.951329975207,Source Verified,Mar-2018,debt_consolidation,debt_consolidation,251xx,UT,20.30746223424771,Nov-2001,759,763,3,18,0,26641,63.53671180134389,18,Whole Funded,Individual,8,0,571.0,0,Fully Paid,Very Good,4,1551.0792774979338,36.81307643546676
1007293,30187, 36 months,6.79,A,A3,Project Manager,10+ years,MORTGAGE,52929.23466745434,Verified,Aug-2017,credit_card,credit_card,165xx,GA,22.680595994778617,Jun-2009,740,744,0,9,0,7763,52.20365120977159,22,Whole Funded,Individual,0,0,929.19,0,Fully Paid,Very Good,4,4410.769555621195,21.066391891088873
1007294,36929, 60 months,10.81,B,B3,RN,< 1 year,MORTGAGE,18562.53669525159,Not Verified,Feb-2017,debt_consolidation,debt_consolidation,798xx,WY,12.016537872149224,Aug-2010,667,671,0,5,0,40687,45.93219363929612,5,Whole Funded,Joint App,4,0,799.43,1,Charged Off,Fair,4,1546.8780579376325,51.68022106835208
1007295,21539, 36 months,24.71,F,F4,Teacher,1 year,RENT,63733.900293467166,Source Verified,Jun-2018,vacation,vacation,462xx,ID,21.36400336687975,Sep-1995,737,741,4,9,0,5421,0.4572676903732198,25,Whole Funded,Joint App,4,0,853.09,0,Fully Paid,Good,4,5311.1583577889305,16.06222113014056
1007296,26103, 36 months,21.29,E,E2,Sales,3 years,MORTGAGE,97442.23876955852,Verified,Aug-2017,credit_card,credit_card,166xx,AL,30.930046924921832,Aug-2009,669,673,3,11,0,6805,96.64029492335877,24,Whole Funded,Individual,7,0,987.32,1,Charged Off,Fair,4,8120.186564129876,12.158833940606597
1007297,28874, 36 months,23.79,F,F5,Project Manager,< 1 year,RENT,54819.92812380174,Verified,Oct-2018,other,other,836xx,SC,27.43924695473322,Mar-1990,745,749,0,9,0,15447,87.61286812946362,16,Whole Funded,Joint App,0,0,1129.63,1,Charged Off,Very Good,4,4568.327343650145,24.727431180476945
1007298,10215, 36 months,16.9,D,D2,Engineer,2 years,OWN,27878.11942971996,Not Verified,May-2016,car,car,382xx,WA,38.03780011789668,Jun-2006,760,764,0,10,0,13748,49.07160541026755,25,Fractional Funded,Individual,0,0,363.68,0,Fully Paid,Very Good,4,2323.1766191433303,15.65442751976846
1007299,23044, 36 months,13.15,C,C5,Director,3 years,RENT,58107.99856485564,Verified,Mar-2017,debt_consolidation,debt_consolidation,683xx,NY,9.54586569013749,Mar-2008,739,743,1,7,1,5659,12.39900104996451,19,Fractional Funded,Individual,7,0,778.11,0,Fully Paid,Good,4,4842.33321373797,16.068906571577074
1007300,12926, 60 months,24.59,F,F3,Teacher,9 years,MORTGAGE,68757.54542382136,Not Verified,Nov-2017,debt_consolidation,debt_consolidation,358xx,CO,27.12945142737754,Oct-2006,707,711,1,8,0,15685,26.542013932977028,23,Fractional Funded,Individual,8,0,376.29,1,Charged Off,Good,4,5729.795451985113,6.567250142753922
1007301,32501, 36 months,11.19,C,C2,Teacher,2 years,MORTGAGE,103714.13534065876,Source Verified,Nov-2017,home_improvement,home_improvement,845xx,KY,37.98764869746204,Mar-1997,747,751,5,14,0,41687,4.732258870224404,16,Fractional Funded,Individual,4,0,1066.97,0,Fully Paid,Very Good,4,8642.844611721563,12.345125337009511
1007302,30774, 36 months,20.15,E,E2,,4 years,MORTGAGE,39906.45450843081,Not Verified,Aug-2018,major_purchase,major_purchase,128xx,KS,3.8444132566359857,Feb-2006,841,845,1,7,0,40796,16.56026202205415,22,Fractional Funded,Individual,6,0,1146.03,0,Fully Paid,Excellent,4,3325.537875702568,34.46149293241427
1007303,26008, 60 months,16.16,D,D2,Driver,10+ years,MORTGAGE,80943.56179349731,Source Verified,Jan-2016,debt_consolidation,debt_consolidation,830xx,WI,22.476800712989707,Apr-2001,709,713,1,9,0,6330,37.68547579195855,22,Whole Funded,Individual,5,0,634.68,1,Charged Off,Good,4,6745.296816124776,9.409222711783178
1007304,18560, 60 months,9.57,B,B2,Engineer,,RENT,29947.396793584317,Source Verified,Jun-2018,car,car,712xx,TX,39.37567273067359,Dec-1992,706,710,0,9,0,9043,70.07160400145813,20,Whole Funded,Individual,6,0,390.43,0,Fully Paid,Good,4,2495.61639946536,15.644631926751343
1007305,25340, 36 months,5.35,A,A2,Manager,9 years,MORTGAGE,34361.973597140684,Source Verified,Apr-2017,debt_consolidation,debt_consolidation,602xx,DE,2.457254665613497,Jul-1996,816,820,0,12,0,25394,83.87404562347287,14,Whole Funded,Joint App,9,0,763.45,0,Fully Paid,Excellent,4,2863.497799761724,26.66144880794139
